title,authors,abstract,item_type,year,url,ecosystem_Marine_similarity,ecosystem_Freshwater_similarity,ecosystem_Terrestrial_similarity,ecosystem,ecosystem_confidence,taxa_Bacteria_similarity,taxa_Archaea_similarity,taxa_Protozoa_similarity,taxa_Chromista_similarity,taxa_Plantae_similarity,taxa_Fungi_similarity,taxa_Animalia_similarity,taxa,taxa_confidence,method_Measurement_similarity,method_Inferential_similarity,method,method_confidence
Advancing Species Diversity Mapping in the Cape Floristic Region through Remote Sensing and Radiative Transfer Modeling,Cecilia Masemola; Moses Azong Cho; Nobuhle Majozi; Abel Ramoelo; Philemon Tsele; Kerry Cawse-Nicholson; Luciana Alves,"The Cape Floristic Region (CFR) is a globally recognized biodiversity hotspot, encompassing approximately 90,000 km and hosting nearly 9,000 plant species, of which an impressive 70% are endemic. This extraordinary species diversity, influenced by factors such as soil heterogeneity and genetic variability, poses significant challenges for accurate species mapping, which is critical for conserving the CFR's ecological integrity. This study aims to integrate remote sensing technologies with 1D and 3D radiative transfer models to effectively map species diversity within the CFR.
We utilized the Airborne Visible/Infrared Imaging Spectrometer Next Generation (AVIRIS-NG) hyperspectral sensor from the BioScape field campaign. It gives detailed spectral information in hundreds of bands, from the visible to shortwave infrared. By correlating floristic patterns captured by AVIRIS-NG with satellite imagery and soil characteristics, the research seeks to analyze and monitor vegetation communities and their environments. We anticipate that the application of hyperspectral imaging and 3D radiative transfer modeling will deepen our understanding of plant taxonomic and functional diversities, especially in forested ecosystems. Modeling species distributions with composite bioclimatic variables and NDVI time series is expected to provide valuable insights into the relationship between species diversity and environmental gradients.

Radiative transfer models play a crucial role in simulating atmospheric effects on terrestrial surfaces, facilitating continuous and global biodiversity mapping. The integration of 3D vegetation structure datasets is expected to further refine these models, enabling detailed microclimate mapping and a deeper understanding of tree-level vegetation structures across diverse landscapes. While the results of this research are pending, the study promises to significantly advance our understanding of the CFR's unique biodiversity. The findings, to be presented at an upcoming conference, are expected to inform the development of effective conservation strategies, ensuring the preservation of this ecologically significant region and its rich biodiversity.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1707762,0.24709252,0.24988878,0.39918178,Terrestrial,0.149293,0.17813061,0.20567097,0.10771603,0.1945976,0.34256673,0.13123699,0.1747244,Plantae,0.13689576,0.20205294,0.07660877,Measurement,0.12544417
Biodiversity Survey of the Cape ( BioSCape ),Adam Wilson; Erin Hestir; Jasper Slingsby; van Wilgen Nicola; Andrew Turner; Izak Smit; Glenn R. Moncrieff; Wendy Foden,"We provide an overview of the first ever NASA Biodiversity campaign, to be flown in 2023. Incorporating airborne imaging spectroscopy, lidar, and field observations, the campaign will explore the structure, composition, function and threats to biodiversity across South Africa’s Greater Cape Floristic Region (GCFR), including freshwater, coastal and marine environments. The GCFR contains two Global Biodiversity Hotspots with the richest temperate flora and the third highest marine endemism in the world. The field campaign includes collection of new hyperspectral data ranging from UV to thermal wavelengths acquired by PRISM, AVIRIS-NG, and HyTES spectrometers combined with the LVIS laser altimeter (LiDAR) aboard the NASA GIII and GV aircraft. These remotely sensed data will be combined with existing and new field observations of the spatial distribution of species, ecosystems, and their traits, processes (e.g. fire) and threats (e.g. invasive alien species) to enable high resolution mapping of biodiversity, functional traits, and three-dimensional structure across environmental gradients and times-since-disturbance. The campaign is working with local research and conservation stakeholders to address locally and globally relevant questions organized around three major themes: 1) the distribution and abundance of biodiversity, 2) the role of biodiversity in ecosystem function, and 3) the impacts of biodiversity change on ecosystem services. This focus represents an important paradigm shift from previous NASA field campaigns, which were primarily biogeochemical, toward an approach for measuring and understanding functional, phylogenetic, and taxonomic biological diversity as key components of ecosystem function.",presentation,2021,https://agu.confex.com/agu/fm21/meetingapp.cgi/Paper/800229,0.3652709,0.30222547,0.39001215,Mixed,0.024741232,0.25113478,0.31859323,0.21452612,0.2516082,0.32525122,0.11442694,0.2783359,Mixed,0.006657988,0.24434769,0.069122784,Measurement,0.1752249
Biodiversity Dynamics and Ecosystem Resilience in Disturbance-Prone Ecosystems: Integrating Field and Remote Sensing Observations,Adam Wilson; Anabelle Cardoso; Cherie Janine Forbes; Erin Hestir; Yingjie Hu; Yue Ma; Brian Salvin Maitner; Glenn Moncrieff; Jasper Slingsby,"Ecosystem resilience refers to an ecosystem's ability to withstand environmental disturbances like droughts, storms, wildfires, and other extreme events while maintaining its composition, structure, and function. Improving our understanding of ecological resilience can help with managing and planning for societal resilience. However, a global perspective on how biodiversity and ecosystem functions respond to and recover from environmental perturbations is currently lacking. Since many ecosystems depend on specific disturbance regimes for their persistence (e.g. fire, herbivory, flood), “perturbation” is context-specific, and can be the occurrence or absence of a disturbance event. To systematically map and monitor natural disturbance regimes and compare how different ecosystems respond to stress, integrating field and remote sensing observations is necessary. Remote sensing provides globally and temporally consistent observations to monitor ecosystem dynamics, the occurrence of and responses to events such as wildfire, land-use change, or climate extremes. However, field-based studies are critical to understanding the mechanistic basis of change and how biodiversity can enhance an ecosystem's ability to resist perturbations and recover from them. To produce reliable estimates through time, continuous collection and integration of remote sensing data with field data are necessary. This talk will summarize some challenges of addressing these questions in disturbance-prone ecosystems such as savannas and shrublands, where it is difficult to disentangle natural variability from a state change.  Building mechanistic understanding will enable forecasting and potential management of how ecosystems will respond to future environmental change.",presentation,2023,https://cce-datasharing.gsfc.nasa.gov/conferences/absbyid/19/35/h/1/,0.3580696,0.38061556,0.45432615,Terrestrial,0.07371059,0.22786063,0.2924459,0.14789505,0.20507875,0.29487836,0.2618954,0.27616888,Mixed,0.0024324656,0.20608643,0.13274083,Measurement,0.0733456
Reducing the labeling burden in time-series mapping using Common Ground: a semi-automated approach to tracking changes in land cover and species over time,Geethen Singh; Jasper A. Slingsby; Tamara B. Robinson; Glenn Moncrieff,"Reliable classification of Earth Observation data depends on consistent, up-to-date reference labels. However, collecting new labelled data at each time step remains expensive and logistically difficult, especially in dynamic or remote ecological systems. As a response to this challenge, we demonstrate that a model with access to reference data solely from time step t0 can perform competitively on both t0 and a future time step t1, outperforming models trained separately on time-specific reference data (the gold standard). This finding suggests that effective temporal generalization can be achieved without requiring manual updates to reference labels beyond the initial time step t0. Drawing on concepts from change detection and semi-supervised learning (SSL), the most performant approach, ""Common Ground"", uses a semi-supervised framework that leverages temporally stable regions-areas with little to no change in spectral or semantic characteristics between time steps-as a source of implicit supervision for dynamic regions. We evaluate this strategy across multiple classifiers, sensors (Landsat-8, Sentinel-2 satellite multispectral and airborne imaging spectroscopy), and ecological use cases. For invasive tree species mapping, we observed a 21-40% improvement in classification accuracy using Common Ground compared to naive temporal transfer, where models trained at a single time step are directly applied to a future time step. We also observe a 10 -16% higher accuracy for the introduced approach compared to a gold-standard approach. In contrast, when broad land cover categories were mapped across Europe, we observed a more modest 2% increase in accuracy compared to both the naive and gold-standard approaches. These results underscore the effectiveness of combining stable reference screening with SSL for scalable and label-efficient multi-temporal remote sensing classification.",preprint,2026,http://arxiv.org/abs/2602.04373,0.1688268,0.20160161,0.2961386,Terrestrial,0.094537005,0.12502907,0.18604143,0.072401285,0.122544535,0.18397194,0.09951,0.17303573,Mixed,0.0020694882,0.25060046,0.1897754,Measurement,0.06082505
Monitoring Leucadendron argenteum populations: exploring opportunities offered by emerging technologies,Phemelo M Rutlokoane,"Monitoring threatened vegetation requires high-resolution and repeatable surveys. The Cape Floristic Region hosts a range of endemic species, one of them being Leucadendron argenteum. Leucadendron argenteum is a rare, silveryleafed endemic to the Cape Peninsula. This study evaluated whether airborne hyperspectral imaging and LiDAR can reliably distinguish L. argenteum from other vegetation in the region using NASA’s BioSCape campaign, which provided AVIRIS-NG hyperspectral imaging and LVIS LiDAR data. Seven 10 m × 10 m plots on Devil’s Peak and Tokai were made as ground truths to validate LiDAR’s field height measurements. LiDAR waveforms were filtered, corrected for ground elevations, and used to calculate relative height metrics. LiDAR showed a positive correspondence with field-measured heights. A spectral library of 25 species and 359 samples was vector normalised and reduced through a PCA, then passed on to Random Forest, Support Vector Machine (Linear and Radial Basis Function), k-nearest neighbours, and logistic regression classification algorithms. As a result, L. argenteum produced a distinctive spectral signature from other sampled vegetation. Random forest had the highest overall accuracy of 26% and other classification algorithms ranged from 11-15%. Random forest also had the highest classification accuracy for L. argenteum with an accuracy of 90%. Probability mapping predicted Silvertree occurrences across the peninsula and highlighted known Silvertree populations. These results show that fusing hyperspectral imaging and LiDAR can help monitor populations of L. argenteum across the Cape Floristic Region. Having such instruments in future could facilitate long-term management plans for the tracking of this species.",thesis,2026,,0.2774215,0.25007662,0.4908786,Terrestrial,0.21345711,0.14024454,0.17823781,0.16464406,0.16788673,0.37774315,0.116129145,0.20777762,Plantae,0.16996554,0.24438119,0.12961914,Measurement,0.11476205
Assessment of Structural Differences in a Low-Stature Mediterranean-Type Shrubland Using Structure-From-Motion (SfM),Ramesh Bhatta; Manisha Das Chaity; Robert Ormal Chancia; Jasper Slingsby; Glenn Moncrieff; Jan van Aardt,"Structural traits of vegetation, derived from the three-dimensional distribution of plant elements, are closely linked to ecosystem functions such as productivity and habitat provision. While extensively studied in forest ecosystems, these traits remain understudied in low-stature systems such as Mediterranean-type shrublands. In this study we explore the use of structural metrics derived from small unmanned aerial system (UAS)-based 3D point clouds, generated using the structure-from-motion (SfM) photogrammetry technique, to assess post-fire vegetation structure and biodiversity in the fynbos biome of the Cape Floristic Region (CFR), South Africa. Fynbos is a fire-adapted shrubland that represents nearly 80% of plant species in the CFR, making post-disturbance monitoring critical for conservation. We extracted three structural metrics—canopy height, top rugosity, and surface gap ratio—and achieved ~85% accuracy in classifying 5 × 5 m subplots by burn year using a Multi-Layer Perceptron (MLP), with canopy height as the strongest predictor. Additionally, top rugosity and gap ratio significantly contributed to modeling percentage cover-based species diversity. Our findings demonstrate that UAS-derived structural metrics provide valuable information for characterizing vegetation recovery and biodiversity patterns in low-stature, fire-prone ecosystems. This approach can support ecological monitoring and inform conservation strategies in Mediterranean-type shrublands.",journalArticle,2025,https://www.mdpi.com/2072-4292/17/16/2784,0.18026209,0.20343162,0.480829,Terrestrial,0.2773974,0.13418528,0.14587328,0.12595384,0.13446584,0.36230075,0.08613639,0.15860707,Plantae,0.20369369,0.20022072,0.16463509,Mixed,0.035585627
"BioSCape: BioSoundSCape Acoustic Recordings, South Africa, 2023",M. Clark; L. Salas; R. Snyder; A. Lee; A. A. Turner; C. Seymour; J. Measey; A. Ferraz; F. D. Schneider; F. O. Adegbola,"This dataset holds in situ sound recordings from sites in Greater Cape Floristic Region (GCFR), South Africa from June to December 2023. The recordings were collected as part of the Biodiversity Survey of the Cape (BioSCape) project, a multi-agency, NASA-led research project that integrates airborne imaging spectroscopy and lidar with a suite of measurements of biodiversity. BioSoundSCape is a BioSCape subproject seeking to relate ground-based measures of bioacoustic diversity to remote imagery. AudioMoth recorders were deployed at sites for 4 to 10 days of data collection (median = 7), and programmed to record 1 min of every 10, thus providing temporal sampling through day and night. Each recording was saved in a waveform audio file format with 16-bit digitization depth and a 48 kHz sampling rate. The recordings contain a wide range of environmental sounds such as biophony (e.g., birds, frogs, insects), anthropophony (e.g,. automobiles, airplanes) and geophony (e.g,. wind, rain). Sampling locations were stratified with respect to elevation, broad land use/land cover types, and time since wildfire disturbance. Most sites were within protected fynbos and Afromontane forest ecosystems. There were 538 sites in the wet season and 543 sites in the dry season, with most sites co-located between seasons. All sites were located within AVIRIS-NG hyperspectral acquisitions and 61% of sites were in LVIS lidar acquisitions. The dataset includes site information in tabular form and photographs of field sites.",dataset,2025,https://www.earthdata.nasa.gov/data/catalog/ornl-cloud-acoustic-data-cape-floristic-2372-1,0.3471355,0.3023542,0.39974558,Terrestrial,0.05261007,0.28867346,0.34131986,0.2324122,0.20364569,0.32021713,0.16800134,0.41344565,Animalia,0.07212579,0.2237858,0.13777716,Measurement,0.08600864
BioSCape: AVIRIS-NG L2B Enhanced Surface Reflectance,K. R. Kovach; Z. Ye; H. Frye; P. A. Townsend,"This dataset holds corrected surface reflectance (L2B) from the Airborne Visible / Infrared Imaging Spectrometer-Next Generation (AVIRIS-NG) instrument flown on a NASA Gulfstream III aircraft during the Biodiversity Survey of the Cape (BioSCape) project. AVIRIS-NG imagery was acquired in October - November 2023 over the Greater Cape Floristic Region (GCFR), South Africa. BioSCape is a multi-agency, NASA-led research project that integrates airborne imaging spectroscopy and lidar with a suite of measurements of biodiversity. L2B surface reflectance was derived from L1B radiance data in 425 bands, and this enhanced L2B product includes topographic, glint, and bidirectional reflectance distribution function (BRDF) corrections. Data were georeferenced and projected into UTM coordinates. These files hold the original native ancillary information relevant to the image, as well as the ancillary masks used in the creation and parameterization of the topography, glint, and BRDF corrections applied to enhance these image products. The data are provided in netCDF format.",dataset,2025,https://www.earthdata.nasa.gov/data/catalog/ornl-cloud-bioscape-avng-l2b-brdf-gcfr-2385-1,0.29050055,0.21633704,0.3787911,Terrestrial,0.08829054,0.17820428,0.2104797,0.13817932,0.19155777,0.2695666,0.057824466,0.17933837,Plantae,0.05908689,0.1906934,0.065627225,Measurement,0.12506616
BioSCape Invasive Alien Plant map for the Cape Floristic Region,Alanna Rebelo; N Coertze; A.G. Rebelo,"BackgroundThis project was supported by the NASA BioSCape Project: “Impacts of Invasive Alien Species on Biodiversity and Ecosystem Functioning”. The training data used to produce this classification are also available. This dataset consists of a raw, unprocessed classification map of key woody invasive alien plant taxa (hereafter “trees”) within the Cape Floristic Region. This classification was generated using Sentinel-2 satellite imagery at a 10 m resolution using a Random Forest machine learning classifier. There has been no post-processing, and therefore it should be used with caution, especially in combination with the uncertainty layer provided.Dataset specificationsData type: Raster (tiff)Resolution: 10 mGeographic Coordinate System: WGS 1984Projected Coordinate System: Albers Equal Area projection (AEA)There is no EPSG for this, however the Well-Known Text (WKT) for this projected coordinate system is as follows:var wktAEA = 'PROJCS[""AEA_RSA_WGS84"",' +'GEOGCS[""GCS_WGS_1984"",' +'DATUM[""D_WGS_1984"",' +'SPHEROID[""WGS_1984"",6378137.0,298.257223563]],' +'PRIMEM[""Greenwich"",0.0],' +'UNIT[""Degree"",0.0174532925199433]],' +'PROJECTION[""Albers""],' +'PARAMETER[""False_Easting"",0.0],' +'PARAMETER[""False_Northing"",0.0],' +'PARAMETER[""Central_Meridian"",25.0],' +'PARAMETER[""Standard_Parallel_1"",-24.0],' +'PARAMETER[""Standard_Parallel_2"",-33.0],' +'PARAMETER[""Latitude_Of_Origin"",0.0],' +'UNIT[""Meter"",1.0]]';BandsThis raster has two bands, the details of which are described in Table 1.ClassesSix classes of woody invasive alien plants were mapped in this classification (Table 2). This classification goes to genus level only and gives only presence/absence information together with information on uncertainty. Some classes were much harder to map than others and hence have higher uncertainty, such as Poplar and Hakea. A class was added for all the other invasive alien taxa which had large coverage though not enough for their own classes: “Other”.",dataset,2024,,0.24953529,0.2433915,0.42156985,Terrestrial,0.17203456,0.24868755,0.20883586,0.19494541,0.24507633,0.42087573,0.15074272,0.22379474,Plantae,0.17218818,0.08662781,0.17002949,Inferential,0.08340168
Toward Validating Virtual Models of Complex Shrubland Ecosystems for Next-Generation Airborne LiDAR Studies,Ramesh Bhatta; Manisha Das Chaity; Jan van Aardt,"The application of airborne and spaceborne light detection and ranging (LiDAR) for characterizing and monitoring low‑stature ecosystems, such as- rangelands, wetlands (bogs, fens, swamps, marshes), and polar ecosystems (tundra, taiga), presents unique challenges compared to its established use in forested environments. These challenges stem primarily from the short, dense nature of vegetation and the limited ability of LiDAR to discriminate between ground and vegetation returns in low-stature environments. Real world assessment of these limitations is difficult due to the scarcity of repeat surveys with multiple sensor configurations in such ecosystems. Physics-based simulation tools, like Digital Imaging and Remote Sensing Image Generation (DIRSIG), offer a way to overcome such limitations by generating realistic multimodal LiDAR datasets and exploring system performance boundaries. In this study, we developed multiple post-fire virtual scenes representing different levels of maturity, for the highly diverse fynbos shrubland biome present in South Africa’s Cape Floristic Region (CFR). These scenes were constructed using realistic 3D models of individual species, derived from field surveys, that combined spectral and structural measurements. We focus on the structural validation of these virtual scenes by comparing structural metrics derived from simulated high-density LiDAR data on 3D virtual scenes with corresponding metrics obtained from real high density ALS LiDAR data. This validation establishes the reliability of the virtual scenes and lays the groundwork for their use in future studies aimed at informing next-generation LiDAR system specifications for complex low-stature ecosystems.",preprint,2025,https://essopenarchive.org/doi/full/10.22541/essoar.176538473.31235295,0.27375913,0.28980875,0.5147816,Terrestrial,0.22497284,0.18119475,0.18092123,0.16247624,0.14677936,0.33702183,0.113415286,0.20827442,Plantae,0.1287474,0.23453873,0.0934963,Measurement,0.14104244
Advancing Mediterranean Biodiversity Monitoring in South Africa Through Machine Learning and Cost‐Effective UAS Imagery,Manisha Das Chaity; Rob Chancia; Ramesh Bhatta; Jasper Slingsby; Glenn Moncrieff; Jan Van Aardt,"Abstract
The Greater Cape Floristic Region (GCFR) of South Africa is globally recognized for its exceptional plant diversity and endemism, yet faces mounting threats from habitat loss, altered fire regimes, and invasive species. Fire is a key ecological driver in the Fynbos (shrubland) biome of the GCFR, influencing vegetation structure, composition, and nutrient cycling. Understanding the dynamics of Fynbos sites in terms of the time since last burn is a key aspect of understanding its ecology, as it helps reveal post‐fire succession stages and vegetation recovery patterns. Although satellite remote sensing supports biodiversity monitoring, its relatively coarse resolution limits its utility in capturing fine‐scale vegetation dynamics. To address this, we employed high‐resolution unmanned aerial system (UAS) multispectral imagery to classify vegetation of different post‐fire ages and map species diversity in the Fynbos biome. Our methodology, grounded in the Spectral Variation Hypothesis (SVH), leverages optimal spectral and textural features derived from UAS imagery to distinguish between vegetation of different post‐fire ages and estimate alpha diversity at fine scales within Fynbos. We used sequential feature selection (SFS) to identify key predictors, achieving high classification performance with a support vector machine (SVM) classifier (overall accuracy: 97%; F1 score: 97.47%). We employed a similarity metric, Euclidean distance to map alpha diversity across vegetation of different post‐fire ages within the Fynbos biome, by utilizing optimal features and the Shannon diversity index from ground truth samples. This study highlights the role of advanced remote sensing and ecological research in supporting biodiversity monitoring in regions like the GCFR.

Plain Language Summary
Fires are a natural and essential part of South Africa's Fynbos ecosystem, shaping plant growth and biodiversity over time. Understanding how vegetation recovers after a fire is crucial for conserving this globally significant hotspot. In this study, we used high‐resolution imagery from unmanned aerial systems (UAS) to track vegetation changes across different fire recovery stages. By analyzing subtle color and texture patterns, we were able to classify vegetation of different post‐fire ages and estimate plant diversity. Our findings show that UAS images offer a reliable, efficient way to classify post‐fire vegetation and monitor biodiversity with minimal fieldwork. We observed that plant diversity tends to decline as more time passes after a fire likely due to taller shrubs outcompeting other species. This approach offers a practical, cost‐effective method for monitoring biodiversity and post‐fire recovery in fire‐prone ecosystems such as the Fynbos, supporting more informed and timely conservation decisions.

Key Points
High‐resolution drone imagery distinguishes vegetation of different post‐fire ages with up to 97% overall accuracy.
Spectral and textural features revealed differences among post‐fire vegetation ages aiding fine‐scale recovery patterns.
Alpha diversity from image features and limited field data declined over time since fire likely due to succession and shrub dominance.",journalArticle,2026,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2025JG009096,0.25051484,0.25300306,0.46328443,Terrestrial,0.21028137,0.13657814,0.20370585,0.10531897,0.13187772,0.31968042,0.11523777,0.16812041,Plantae,0.115974575,0.14709766,0.15994242,Mixed,0.012844756
"The biodiversity survey of the Cape (BioSCape), integrating remote sensing with biodiversity science",Anabelle W. Cardoso; Erin L. Hestir; Jasper A. Slingsby; Cherie J. Forbes; Glenn R. Moncrieff; Woody Turner; Andrew L. Skowno; Jacob Nesslage; Philip G. Brodrick; Keith D. Gaddis; Adam M. Wilson,"There are repeated calls for remote sensing observations to produce accessible data products that improve our understanding and conservation of biodiversity. The Biodiversity Survey of the Cape (BioSCape) addresses this need by integrating field, airborne, satellite, and modeling datasets to advance the limits of global remote sensing of biodiversity. Over six weeks, an international team of ~150 scientists collected data across terrestrial, marine, and freshwater ecosystems in South Africa. In situ biodiversity observations of plant and animal communities, estuaries, kelp, and plankton were made using traditional field methods as well as novel approaches like environmental DNA and acoustic surveys. Biodiversity observations were accompanied by an unprecedented combination of airborne imaging spectroscopy and lidar measurements acquired across 45,000 km2. Here, we review how the approaches applied in BioSCape will help us measure and monitor biodiversity at scale and the role of remote sensing in accomplishing this.",journalArticle,2025,https://www.nature.com/articles/s44185-024-00071-5,0.43437976,0.36177504,0.41755825,Mixed,0.016821504,0.2911926,0.3026777,0.26715997,0.23579577,0.3358182,0.14366099,0.36069432,Mixed,0.024876118,0.321568,0.16208704,Measurement,0.15948097
Monitoring Coastal Estuarine Habitats for Biodiversity Along the Temperate Bioregion of South Africa,Anthony Campbell; Elhadi Adam; Janine B. Adams; Abigail Barrenblitt; Temilola Fatoyinbo; Daniel Jensen; Laven Naidoo; Taryn Riddin; Marc Simard; Kyle Smith; Pati Thakali; Heidi van Deventer; Lara van Niekerk; Atticus Stovall,"Coastal wetlands provide critical ecosystem services, including the enhancement of biodiversity, carbon sequestration, and flood protection. Although these ecosystems have been mapped for country-level biodiversity typing, improved extent mapping is necessary to account for estuarine dynamics and improved reporting to the Kunming-Montreal Global Biodiversity Framework (GBF) by 2030. We achieved an overall coastal wetland accuracy of 90.7% (95% confidence interval: 90.2%–91.4%) utilizing a dense time series of very high spatial resolution (3 m) PlanetScope satellite imagery to map coastal wetlands with a combination of Random Forest to develop training data, U-Net convolutional neural networks, and a final decision tree to determine discrete ecosystem extents. Across the 84 mapped estuaries totaling 67,452 ha and 2,135 images, we mapped 9,131.1 ± 1,596.9 ha (13.5% of total estuarine functional zone extent) of salt marsh & reed beds and 1,718.6 ± 234.3 ha (2.5%) of Submerged Aquatic Vegetation (SAV). In addition to our earth observation analysis, we calculated tidal amplitudes and water level trends for 20 water level gauges across the region. We found tidal amplitude was a significant driver of salt marsh extent, explaining 33.6% of the variation (F (1,19) = 9.62, p = 0.005). We demonstrate a repeatable methodology for improved mapping of ecosystem zonation and utilize water level data to explore potential drivers of ecosystem distribution. Our method could be incorporated into a robust earth observation approach for reporting progress toward the goals of the/reporting to the GBF and Sustainable Development Goals (SDGs).",journalArticle,2025,https://onlinelibrary.wiley.com/doi/abs/10.1029/2025JG008833,0.46190745,0.47840714,0.44888347,Mixed,0.016499698,0.2151669,0.2101456,0.12745845,0.17907701,0.3242133,0.10507366,0.27573347,Mixed,0.048479825,0.17393453,0.19737178,Mixed,0.023437247
Imaging Spectroscopy for Enhancing Regional Coastal Wetland Extent Monitoring,Pati Thakali; Anthony Campbell; Elhadi Adam,"Coastal wetland habitats contribute to important ecosystem services, including improved water quality, carbon sequestration, and flood mitigation, but they are difficult to be monitored in situ due to their inaccessibility. This research aims to explore the potential and limitation of monitoring coastal wetland habitats in the Greater Cape Floristic Region (GCFR), South Africa, with the NASA Earth Mineral Dust Source Investigation (EMIT). High-resolution habitat extent derived from PlanetScope imagery was used to train random forest regression algorithms with EMIT data. We estimate the subpixel extent of three wetland habitats (salt marshes, reeds and sedges, and submerged aquatic vegetation (SAV)). We validate model performance using a testing estuary unseen by the model. The best-performing model achieved a root mean square error (RMSE) of 7.8% (281 m2) for salt marsh, 11.4% (410 m2) for reeds and sedges, and 5.6% (202 m2) for SAV. At higher tidal stages, model performance decreased with RMSE of 23.6% for salt marsh and 12.2% for SAV, underscoring the influence of tidal inundation on mapping accuracy of these habitats. These findings illustrate the need to select tidal stages when mapping these habitats, particularly the importance of imagery acquired at low tidal stages during the growing season. This study shows that when medium-resolution imaging spectroscopy is combined with machine learning, we can estimate subpixel habitat extent, addressing the spatial limitations of the EMIT imaging spectrometer. With more data, our approach could provide information on long-term trends and changes in these ecosystems. EMIT-based subpixel monitoring of coastal wetlands is possible and can provide important information on the extent and change of these ecosystems.",journalArticle,2025,https://onlinelibrary.wiley.com/doi/abs/10.1029/2025JG008771,0.40983787,0.4142572,0.4629028,Mixed,0.048645616,0.15546751,0.17178017,0.0850594,0.17053452,0.34111178,0.09829852,0.25391537,Plantae,0.08719641,0.28800666,0.18014187,Measurement,0.1078648
"BioSCape Vegetation Surveys Berg and Eerste River Catchments, South Africa, 2022-2023",M. Slimp; J. Malindi; R. Meyer; A. Cunningham; J. Rourke; M. Hayden; A. Hargey; J. Nessledge; S. Johnson; M. Rossi; N. Stavros,"ORNL DAAC: This dataset contains vegetation plot survey data collected at 36 sites across the Berg and Eerste River catchments in the Western Cape, South Africa collected during 2022 and again in 2023 during the 2023 BioSCape Field Collection season. Sampling protocols were designed by the BioSCape Leadership team for use by multiple teams to generate standardized and comparable vegetation plot data across sites. Each plot was circular, 10 m in diameter, and representative of the vegetation community. Species were identified at each 1-m mark along the N-S and W-E transects, totaling 42 identifications per plot. Fractional ground cover of the plot, fractional vegetation dominance, and rarefaction counts for each plot were recorded at all plots from 2023. Data from 2022 have fractional ground cover of the NE quadrant and fractional vegetation dominance. These data are provided in comma separated values (CSV) format. The boundaries of the patches where the vegetation plots were located were recorded as polygons in included Keyhole Markup Language (KML) files.",dataset,2025,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2425,0.26766682,0.34531292,0.48721302,Terrestrial,0.14190009,0.20306668,0.23181303,0.23337528,0.24546169,0.39197844,0.13340348,0.2796276,Plantae,0.11235085,0.12085779,0.10872679,Mixed,0.012130998
"Cloud-based big data analytics for monitoring invasive plants in groundwater-dependent ecosystems of Nuwejaars catchment, South Africa",Mmasechaba L. Moropane; Cletah Shoko; Timothy Dube; Dominic Mazvimavi,"Groundwater-dependent ecosystems (GDEs) provide crucial ecological and hydrological stability but are increasingly threatened by groundwater-dependent invasive plants (GDIPs), particularly in regions with limited water resources. Although GDEs have been widely studied, long-term quantitative assessments of how invasive plants alter these ecosystems remain limited. Hence, this study evaluated the impacts of invasive plants within the GDEs of the Nuwejaars Catchment, South Africa, by monitoring their spatial and temporal dynamics and quantifying the extent to which they displace native plants. Landsat-8 imagery, a Random Forest classifier, and Explainable Artificial Intelligence (XAI) techniques were integrated to map and quantify the annual distribution of GDIPs over a 12-year period. XAI interpretability techniques including SHapley Additive exPlanations (SHAP), partial dependence plots (PDPs), and recursive feature elimination (RFECV) were applied to identify key environmental conditions influencing GDIP occurrence. Spatial-temporal analysis revealed that GDIPs expanded from 40.9 % (1060 ha) in 2013 to 63.9 % (1660 ha) in 2024, displacing large areas of native fynbos vegetation. Inter-annual change analysis showed accelerated GDIP growth following the extreme 2015–2018 drought, which reduced groundwater availability for native species with shallow roots. Elevation, slope, and moisture vegetation indices emerged as the most influential predictors for classification, with PDPs revealing that GDIPs favoured lower elevations and steep slopes. Classification accuracy improved over time, with F1-Scores and overall accuracies ranging between 68.4 % to 82.5 % from 2013 to 2024. Overall, these findings highlight the persistent spread of GDIPs and their potential to transform GDEs in semi-arid areas. This study demonstrates the value of integrating remote sensing and interpretable machine learning to support ecological monitoring and targeted invasive species management.",journalArticle,2026,https://www.sciencedirect.com/science/article/pii/S1569843225007009,0.26276055,0.38814035,0.48073784,Terrestrial,0.092597485,0.16040286,0.18826897,0.11582602,0.17696957,0.3428189,0.14720042,0.22132257,Plantae,0.12149632,0.19717824,0.26687965,Inferential,0.0697014
